Epoch,Train loss,Learning rate,Train MSE,Test MSE,logdet,sigma,Train NN MSE,Test NN MSE,Train loss2
1,172.558325305001,0.001,1.8003172744745652,1.5982728198727978,-4.5053740494796,0.1009999999999974,2.099370960350512,1.9668977129171221,168.67461984105168
2,156.41250182367412,0.001,1.6649476643694994,2.140224038880472,-4.471643179720042,0.10199596040975914,2.151126031564267,1.9479894158220394,152.64718966538666
3,134.48760642620954,0.001,1.4609684336301343,1.9544917920484493,-4.444456258851652,0.1029849118531974,2.1711428381815754,1.9797231515651414,130.8155578452993
4,119.68487071452451,0.001,1.3316121608844305,2.673662796942402,-4.421013602176813,0.10396018698079981,2.1865148113288937,1.9654237565671877,116.09150866058525
5,92.07134158856776,0.001,1.0416128205893151,2.214685219875187,-4.401788658903801,0.10491960366796757,2.1954513167901246,2.0129289757794995,88.54125910714119
6,83.5156104547736,0.001,0.9553485381136037,2.8404873464227633,-4.381837281486427,0.10584952483869282,2.2096387706383127,2.0098424965342816,80.04225762154755
7,65.6121938251361,0.001,0.763445301174633,2.34111030709801,-4.362299134330956,0.1067512637408337,2.242572090018518,2.0535665280630138,62.185986819418254
8,58.426980596631026,0.001,0.6883796083205039,2.705814952333207,-4.343725142633269,0.10761664432411792,2.255529100448894,2.064438677382072,55.05002404729617
9,48.96097983238288,0.001,0.5830992660542074,2.8201461845987756,-4.3267801079651775,0.10844656285193689,2.2631807806781237,2.068032241476303,45.61410414980835
10,47.94283960648358,0.001,0.5877687957932142,3.0895721209122042,-4.310092597786985,0.10923851886827185,2.2746772364510095,2.0763201688102364,44.637637871577624
11,35.774457882715936,0.001,0.4434092884657387,2.6313354638044677,-4.294089325830035,0.10999855040545226,2.2880279816940505,2.092452438666744,32.513086308179815
12,33.6703134754199,0.001,0.42912950749542705,2.6929605152546094,-4.278884883304265,0.11071941909558934,2.307235635180218,2.1035342869518354,30.443005232402914
13,27.393175527643077,0.001,0.35719833541566576,3.0151430937569454,-4.266292695222692,0.11140495979706462,2.307450717212423,2.08694519449563,24.19100703357183
14,25.302842603742487,0.001,0.3334779171215532,2.8536701797689306,-4.254590733784802,0.11205351370532331,2.2989284406434445,2.077394079324362,22.118004062059654
15,20.683355327868952,0.001,0.2788379970359906,3.2638832845397787,-4.243292162883701,0.11266735918975662,2.3108140246460045,2.0791012182608437,17.521724839881752
16,18.0558314563015,0.001,0.25148237901917675,3.205751203117893,-4.232463239023679,0.11324576410454743,2.3305869164967055,2.0971202426101714,14.923307031306962
17,16.76072371930452,0.001,0.23834626464283684,2.9818719091742953,-4.221917919933245,0.11379019706253306,2.3372790196355453,2.107862145906675,13.652472005464316
18,13.614217703154596,0.001,0.2005662960198144,3.4450268817631295,-4.2117136065504335,0.114303059257601,2.337918442269314,2.1006165968782526,10.521256749709943
19,12.833675094346802,0.001,0.19246499793208863,3.406533690590676,-4.202859992748614,0.11478434181182497,2.3429971049344775,2.1008803138104524,9.755140892182817
20,10.483638650744378,0.001,0.16197279871390338,3.21014430057451,-4.195421965792093,0.11523646781973212,2.349819835628878,2.1072971182937605,7.422151541180009
21,9.302369133453057,0.001,0.14760824655717059,3.1395166037468565,-4.188175101007065,0.11565966580741069,2.357734984517536,2.1168016007112933,6.256994848567687
22,8.391937383894959,0.001,0.13827904771140634,3.2012371890000724,-4.180808681436473,0.11605546098300767,2.3674496246950985,2.122764228215508,5.361978772034552
23,6.821725045441504,0.001,0.11796703792313833,3.1210253111020694,-4.1734408171238595,0.11642562869482474,2.367021961571399,2.121419398526032,3.8070680008085396
24,6.410748005835357,0.001,0.11287214598899652,3.15115030675829,-4.166716060914177,0.1167708008641211,2.364181068233382,2.11724948181115,3.4086530280220435
25,5.571170727981393,0.001,0.10339734302392257,3.2568883633116603,-4.160923874277771,0.11709283729397352,2.375085045067152,2.1222305534910433,2.5823018307431513
26,4.716202899031963,0.001,0.09382892728112452,3.236440696590763,-4.155719644871575,0.11739302833380734,2.3834875956243247,2.1263428758691623,1.741482228588636
27,4.100267738918153,0.001,0.08633646799527138,3.329775713837014,-4.151021313513028,0.11767252055126577,2.385046442619257,2.1197518192313507,1.1390741026494045
28,4.2035944591455845,0.001,0.0882698944718038,3.094531031954553,-4.146505825651832,0.11793252407418646,2.382712776814567,2.1175401622690186,1.2538444063094534
29,4.658477596857574,0.001,0.09659290691475561,3.6031099391510097,-4.1417152978325245,0.11817496645756138,2.386274756895172,2.108106308101153,1.7211165161429163
30,5.698033026952169,0.001,0.11261286682661614,2.7659065565634666,-4.1373800476992155,0.11840217434162474,2.398760738259711,2.130245889245326,2.774472535288377
31,4.943795374133264,0.001,0.1040500102007515,3.62934375508997,-4.133305183079847,0.11861696815193869,2.4055177551668385,2.115386193002382,2.0325919501265464
32,2.6347609716492824,0.001,0.07195980891845569,3.1667313022503314,-4.129413840978016,0.11881970806917892,2.4081130006114035,2.1240101012710393,-0.2653072397736035
33,1.9778239109014457,0.001,0.06420708017224917,3.0996668550229534,-4.125552673518164,0.1190085610030589,2.4149117784149134,2.1243338895011084,-0.9103647489723093
34,2.5311074590991365,0.001,0.07317779171391774,3.4897926335742175,-4.121994854120285,0.11918405606664435,2.4183998497851427,2.1159596876907423,-0.34897613089264445
35,2.7511027034727022,0.001,0.07626468795167643,2.9931448032399564,-4.118763872365425,0.11934821938165431,2.4199680820391247,2.1282052492888073,-0.12352076211009887
36,1.0471562826168868,0.001,0.053405034111428065,3.2306383978922604,-4.115873978579378,0.11950236046208453,2.4286135859030478,2.1275398144497326,-1.8182772820988236
37,0.9145758946131569,0.001,0.05248661688417057,3.271609706398059,-4.113314670884986,0.11964523057776488,2.4354485963703314,2.1284366176663654,-1.943153559366314
38,1.5846118631780046,0.001,0.062252697886872495,3.004321284986422,-4.110832555093746,0.11977774770125714,2.4381785690160704,2.1345440538388702,-1.2669642167080577
39,0.7141692800163184,0.001,0.05046854925556911,3.361437904850752,-4.108452270736163,0.11990177365345892,2.4436208413622267,2.129894784096231,-2.1284582016683724
40,0.1820832771250264,0.001,0.043334428846570634,3.1866269460981087,-4.106200164501971,0.12001693711327555,2.453148154443936,2.138224043901098,-2.6515594359430423
41,0.3152190467048777,0.001,0.04591014403576647,3.121922037746898,-4.104047665817097,0.12012333725697216,2.4571232889865002,2.142879156292001,-2.512632593314246
42,0.3313541362116356,0.001,0.04694639405012237,3.395791878686652,-4.1024310807984925,0.12022201039327586,2.4572609098635656,2.1351067682973826,-2.491224991460772
43,-0.11565239579776669,0.001,0.040319781367431154,3.1173085395772486,-4.101234223186103,0.12031375346161373,2.4584741265203727,2.136614934158183,-2.9328636619081094
44,-0.4863438945208135,0.001,0.03549228284696302,3.2018966568887763,-4.0997509777902055,0.12039852911428264,2.460766779089237,2.13491669533602,-3.299148195764551
45,-0.20022361825370982,0.001,0.040369199401722455,3.3853756341319623,-4.098279979039878,0.12047647582774207,2.4653776260100644,2.1327983935910986,-3.0078806107135043
46,-0.40198988497591925,0.001,0.03730499657734021,3.128818671377683,-4.097144708231983,0.12054870072571654,2.467644826458598,2.1362259492677036,-3.204784273013217
