Epoch,Layer,Depth,Effective Rank,Smooth Rank (λ=0.1),Smooth Rank (λ=1.0),Smooth Rank (λ=10.0),Train Loss,Test Loss
0,0,4,7.999092102050781,7.268860340118408,3.9885168075561523,0.7235464453697205,0.999651280509101,0.9436060676574707
0,1,4,nan,2.347871780395508,1.027931571006775,0.2251674234867096,0.999651280509101,0.9436060676574707
0,2,4,nan,0.0002173048269469291,2.173402754124254e-05,2.1734383608418284e-06,0.999651280509101,0.9436060676574707
0,3,4,nan,0.4796951711177826,0.08440689742565155,0.009134563617408276,0.999651280509101,0.9436060676574707
1,0,4,7.999092102050781,7.268860340118408,3.9885168075561523,0.7235465049743652,0.9996963557667202,0.9426994986534118
1,1,4,nan,0.9487802982330322,0.649348795413971,0.15624824166297913,0.9996963557667202,0.9426994986534118
1,2,4,nan,3.83909615209177e-08,3.83909570800256e-09,3.839095985558316e-10,0.9996963557667202,0.9426994986534118
1,3,4,nan,0.41987746953964233,0.0674922838807106,0.007185708731412888,0.9996963557667202,0.9426994986534118
2,0,4,7.999092102050781,7.268860816955566,3.9885170459747314,0.72354656457901,0.9996207208633423,0.9428688378334046
2,1,4,nan,0.944259762763977,0.6287918090820312,0.14485357701778412,0.9996207208633423,0.9428688378334046
2,2,4,nan,7.483812680675328e-09,7.483813568853748e-10,7.483812874964357e-11,0.9996207208633423,0.9428688378334046
2,3,4,nan,0.3841380178928375,0.05871191993355751,0.006198737770318985,0.9996207208633423,0.9428688378334046
3,0,4,7.999092102050781,7.268860340118408,3.9885168075561523,0.7235465049743652,0.9996484647327,0.9435168848037719
3,1,4,nan,0.9354466795921326,0.5916836261749268,0.12656748294830322,0.9996484647327,0.9435168848037719
3,2,4,nan,1.938719851324322e-09,1.9387198790798976e-10,1.938719844385428e-11,0.9996484647327,0.9435168848037719
3,3,4,nan,0.3478454649448395,0.0506368912756443,0.00530547508969903,0.9996484647327,0.9435168848037719
4,0,4,7.999092102050781,7.268860340118408,3.988516330718994,0.7235464453697205,0.9996041460037232,0.9432646169662475
4,1,4,nan,0.9126209020614624,0.5108639001846313,0.09456540644168854,0.9996041460037232,0.9432646169662475
4,2,4,nan,1.9703058629083614e-10,1.9703058629083614e-11,1.9703058629083614e-12,0.9996041460037232,0.9432646169662475
4,3,4,nan,0.3114434778690338,0.0432739220559597,0.004502758849412203,0.9996041460037232,0.9432646169662475
5,0,4,7.999092102050781,7.268860340118408,3.9885170459747314,0.72354656457901,0.99963248623742,0.9434426646232605
5,1,4,nan,0.006484705489128828,0.0006522643961943686,6.526461947942153e-05,0.99963248623742,0.9434426646232605
5,2,4,nan,2.9058994099884217e-10,2.9058996528497083e-11,2.9058994793773607e-12,0.99963248623742,0.9434426646232605
5,3,4,nan,0.2778620719909668,0.03705201297998428,0.0038330203387886286,0.99963248623742,0.9434426646232605
6,0,4,7.999092102050781,7.26885986328125,3.988516330718994,0.7235462665557861,0.9996961625946893,0.9436996302604675
6,1,4,nan,2.2001001909188744e-08,2.2000998800564275e-09,2.2001001021010325e-10,0.9996961625946893,0.9436996302604675
6,2,4,nan,8.097284778449398e-13,8.097284642924127e-14,8.097284304110948e-15,0.9996961625946893,0.9436996302604675
6,3,4,nan,0.2619301974773407,0.03427225723862648,0.0035363028291612864,0.9996961625946893,0.9436996302604675
7,0,4,7.999092102050781,7.268860340118408,3.9885165691375732,0.7235464453697205,0.9996672043800354,0.9435938830375672
7,1,4,nan,6.18030382426582e-09,6.180304046310425e-10,6.180303491198913e-11,0.9996672043800354,0.9435938830375672
7,2,4,nan,6.731190583218749e-13,6.731190583218749e-14,6.73119041381216e-15,0.9996672043800354,0.9435938830375672
7,3,4,nan,0.23042836785316467,0.029071930795907974,0.0029853025916963816,0.9996672043800354,0.9435938830375672
8,0,4,7.999092102050781,7.268860340118408,3.988516330718994,0.7235462665557861,0.9996994313134088,0.9426951327323914
8,1,4,nan,4.802203967813057e-09,4.802203634746149e-10,4.802204120468723e-11,0.9996994313134088,0.9426951327323914
8,2,4,nan,1.4752999847158013e-14,1.475299942364154e-15,1.4752999158943744e-16,0.9996994313134088,0.9426951327323914
8,3,4,nan,0.20315535366535187,0.024861149489879608,0.0025430149398744106,0.9996994313134088,0.9426951327323914
