Epoch,Layer,Depth,Effective Rank,Smooth Rank (λ=0.1),Smooth Rank (λ=1.0),Smooth Rank (λ=10.0),Train Loss,Test Loss
0,0,4,7.999092102050781,7.268860340118408,3.988516330718994,0.7235463261604309,0.999546371459961,0.9431356434822082
0,1,4,nan,2.5999550819396973,1.0248416662216187,0.17317824065685272,0.999546371459961,0.9431356434822082
0,2,4,nan,0.00014417560305446386,1.4418630598811433e-05,1.441873905605462e-06,0.999546371459961,0.9431356434822082
0,3,4,nan,0.5975250601768494,0.12926484644412994,0.01462827529758215,0.999546371459961,0.9431356434822082
1,0,4,7.999092102050781,7.268860340118408,3.9885168075561523,0.7235465049743652,0.9996750203238594,0.9436237902641297
1,1,4,nan,0.8276437520980835,0.3243861198425293,0.045813657343387604,0.9996750203238594,0.9436237902641297
1,2,4,nan,2.729493431274932e-08,2.729493520092774e-09,2.729493575603925e-10,0.9996750203238594,0.9436237902641297
1,3,4,nan,0.5587446689605713,0.11239435523748398,0.012504308484494686,0.9996750203238594,0.9436237902641297
2,0,4,7.999092102050781,7.268860340118408,3.9885165691375732,0.7235463857650757,1.0000416367848715,0.9424983615875244
2,1,4,nan,4.088129117008066e-06,4.0881309359974694e-07,4.0881307228346486e-08,1.0000416367848715,0.9424983615875244
2,2,4,nan,5.243762757345394e-09,5.243763201434604e-10,5.2437627157120303e-11,1.0000416367848715,0.9424983615875244
2,3,4,nan,0.5464304685592651,0.10751988738775253,0.01190390344709158,1.0000416367848715,0.9424983615875244
3,0,4,7.999092102050781,7.26885986328125,3.988516330718994,0.7235463857650757,0.9996314369837443,0.9434373502731324
3,1,4,nan,1.090715272766829e-06,1.0907154290862309e-07,1.0907155179040728e-08,0.9996314369837443,0.9434373502731324
3,2,4,nan,4.614817139536598e-10,4.6148168619808416e-11,4.614816775244668e-12,0.9996314369837443,0.9434373502731324
3,3,4,nan,0.49841606616973877,0.09038670361042023,0.009839056991040707,0.9996314369837443,0.9434373502731324
4,0,4,7.999092102050781,7.26885986328125,3.9885165691375732,0.7235465049743652,0.9997638515896268,0.9426226496696473
4,1,4,nan,2.9050949024167494e-07,2.9050950089981598e-08,2.9050950534070807e-09,0.9997638515896268,0.9426226496696473
4,2,4,nan,5.617537685020935e-12,5.617537685020935e-13,5.6175377527835704e-14,0.9997638515896268,0.9426226496696473
4,3,4,nan,0.4691319763660431,0.08119558542966843,0.008759681135416031,0.9997638515896268,0.9426226496696473
5,0,4,7.999092102050781,7.268860340118408,3.9885165691375732,0.7235464453697205,0.9996336789660983,0.9434485950469971
5,1,4,nan,6.987330181118523e-08,6.987329825847155e-09,6.987330158914062e-10,0.9996336789660983,0.9434485950469971
5,2,4,nan,2.924676343121768e-12,2.9246762889116595e-13,2.9246763566742953e-14,0.9996336789660983,0.9434485950469971
5,3,4,nan,0.4093566834926605,0.0648147314786911,0.006882980465888977,0.9996336789660983,0.9434485950469971
6,0,4,7.999094009399414,7.268860340118408,3.988516330718994,0.7235463857650757,0.9995983210669623,0.9430001921653748
6,1,4,nan,1.8143401447900942e-08,1.8143402336079362e-09,1.8143403446302386e-10,0.9995983210669623,0.9430001921653748
6,2,4,nan,0.0,0.0,0.0,0.9995983210669623,0.9430001921653748
6,3,4,nan,0.38206183910369873,0.05822836235165596,0.006144861690700054,0.9995983210669623,0.9430001921653748
